filename,split,label,sentence_row_idx,position,word_idx,n_syll_in_sentence
train/39537_00.png,train,ᮃ,,,,
train/39537_01.png,train,ᮃ,,,,
train/39537_02.png,train,ᮃ,,,,
train/39537_03.png,train,ᮃ,,,,
train/39537_04.png,train,ᮃ,,,,
train/39537_05.png,train,ᮃ,,,,
train/39537_06.png,train,ᮃ,,,,
train/39537_07.png,train,ᮃ,,,,
train/39537_08.png,train,ᮃ,,,,
train/39537_09.png,train,ᮃ,,,,
train/39537_10.png,train,ᮃ,,,,
train/39537_11.png,train,ᮃ,,,,
train/39537_12.png,train,ᮃ,,,,
train/39537_13.png,train,ᮃ,,,,
train/39537_14.png,train,ᮃ,,,,
train/12957_00.png,train,ᮃᮀ,,,,
train/12957_01.png,train,ᮃᮀ,,,,
train/12957_02.png,train,ᮃᮀ,,,,
train/12957_03.png,train,ᮃᮀ,,,,
train/12957_04.png,train,ᮃᮀ,,,,
train/12957_05.png,train,ᮃᮀ,,,,
train/12957_06.png,train,ᮃᮀ,,,,
train/12957_07.png,train,ᮃᮀ,,,,
train/12957_08.png,train,ᮃᮀ,,,,
train/12957_09.png,train,ᮃᮀ,,,,
train/12957_10.png,train,ᮃᮀ,,,,
train/12957_11.png,train,ᮃᮀ,,,,
train/12957_12.png,train,ᮃᮀ,,,,
train/12957_13.png,train,ᮃᮀ,,,,
train/12957_14.png,train,ᮃᮀ,,,,
train/17824_00.png,train,ᮃᮁ,,,,
train/17824_01.png,train,ᮃᮁ,,,,
train/17824_02.png,train,ᮃᮁ,,,,
train/17824_03.png,train,ᮃᮁ,,,,
train/17824_04.png,train,ᮃᮁ,,,,
train/17824_05.png,train,ᮃᮁ,,,,
train/17824_06.png,train,ᮃᮁ,,,,
train/17824_07.png,train,ᮃᮁ,,,,
train/17824_08.png,train,ᮃᮁ,,,,
train/17824_09.png,train,ᮃᮁ,,,,
train/17824_10.png,train,ᮃᮁ,,,,
train/17824_11.png,train,ᮃᮁ,,,,
train/17824_12.png,train,ᮃᮁ,,,,
train/17824_13.png,train,ᮃᮁ,,,,
train/17824_14.png,train,ᮃᮁ,,,,
train/6912_00.png,train,ᮃᮂ,,,,
train/6912_01.png,train,ᮃᮂ,,,,
train/6912_02.png,train,ᮃᮂ,,,,
train/6912_03.png,train,ᮃᮂ,,,,
train/6912_04.png,train,ᮃᮂ,,,,
train/6912_05.png,train,ᮃᮂ,,,,
train/6912_06.png,train,ᮃᮂ,,,,
train/6912_07.png,train,ᮃᮂ,,,,
train/6912_08.png,train,ᮃᮂ,,,,
train/6912_09.png,train,ᮃᮂ,,,,
train/6912_10.png,train,ᮃᮂ,,,,
train/6912_11.png,train,ᮃᮂ,,,,
train/6912_12.png,train,ᮃᮂ,,,,
train/6912_13.png,train,ᮃᮂ,,,,
train/6912_14.png,train,ᮃᮂ,,,,
train/51467_00.png,train,ᮄ,,,,
train/51467_01.png,train,ᮄ,,,,
train/51467_02.png,train,ᮄ,,,,
train/51467_03.png,train,ᮄ,,,,
train/51467_04.png,train,ᮄ,,,,
train/51467_05.png,train,ᮄ,,,,
train/51467_06.png,train,ᮄ,,,,
train/51467_07.png,train,ᮄ,,,,
train/51467_08.png,train,ᮄ,,,,
train/51467_09.png,train,ᮄ,,,,
train/51467_10.png,train,ᮄ,,,,
train/51467_11.png,train,ᮄ,,,,
train/51467_12.png,train,ᮄ,,,,
train/51467_13.png,train,ᮄ,,,,
train/51467_14.png,train,ᮄ,,,,
train/5989_00.png,train,ᮄᮀ,,,,
train/5989_01.png,train,ᮄᮀ,,,,
train/5989_02.png,train,ᮄᮀ,,,,
train/5989_03.png,train,ᮄᮀ,,,,
train/5989_04.png,train,ᮄᮀ,,,,
train/5989_05.png,train,ᮄᮀ,,,,
train/5989_06.png,train,ᮄᮀ,,,,
train/5989_07.png,train,ᮄᮀ,,,,
train/5989_08.png,train,ᮄᮀ,,,,
train/5989_09.png,train,ᮄᮀ,,,,
train/5989_10.png,train,ᮄᮀ,,,,
train/5989_11.png,train,ᮄᮀ,,,,
train/5989_12.png,train,ᮄᮀ,,,,
train/5989_13.png,train,ᮄᮀ,,,,
train/5989_14.png,train,ᮄᮀ,,,,
train/10736_00.png,train,ᮄᮂ,,,,
train/10736_01.png,train,ᮄᮂ,,,,
train/10736_02.png,train,ᮄᮂ,,,,
train/10736_03.png,train,ᮄᮂ,,,,
train/10736_04.png,train,ᮄᮂ,,,,
train/10736_05.png,train,ᮄᮂ,,,,
train/10736_06.png,train,ᮄᮂ,,,,
train/10736_07.png,train,ᮄᮂ,,,,
train/10736_08.png,train,ᮄᮂ,,,,
train/10736_09.png,train,ᮄᮂ,,,,
train/10736_10.png,train,ᮄᮂ,,,,
train/10736_11.png,train,ᮄᮂ,,,,
train/10736_12.png,train,ᮄᮂ,,,,
train/10736_13.png,train,ᮄᮂ,,,,
train/10736_14.png,train,ᮄᮂ,,,,
train/47031_00.png,train,ᮅ,,,,
train/47031_01.png,train,ᮅ,,,,
train/47031_02.png,train,ᮅ,,,,
train/47031_03.png,train,ᮅ,,,,
train/47031_04.png,train,ᮅ,,,,
train/47031_05.png,train,ᮅ,,,,
train/47031_06.png,train,ᮅ,,,,
train/47031_07.png,train,ᮅ,,,,
train/47031_08.png,train,ᮅ,,,,
train/47031_09.png,train,ᮅ,,,,
train/47031_10.png,train,ᮅ,,,,
train/47031_11.png,train,ᮅ,,,,
train/47031_12.png,train,ᮅ,,,,
train/47031_13.png,train,ᮅ,,,,
train/47031_14.png,train,ᮅ,,,,
train/99991_00.png,train,ᮅᮀ,,,,
train/99991_01.png,train,ᮅᮀ,,,,
train/99991_02.png,train,ᮅᮀ,,,,
train/99991_03.png,train,ᮅᮀ,,,,
train/99991_04.png,train,ᮅᮀ,,,,
train/99991_05.png,train,ᮅᮀ,,,,
train/99991_06.png,train,ᮅᮀ,,,,
train/99991_07.png,train,ᮅᮀ,,,,
train/99991_08.png,train,ᮅᮀ,,,,
train/99991_09.png,train,ᮅᮀ,,,,
train/99991_10.png,train,ᮅᮀ,,,,
train/99991_11.png,train,ᮅᮀ,,,,
train/99991_12.png,train,ᮅᮀ,,,,
train/99991_13.png,train,ᮅᮀ,,,,
train/99991_14.png,train,ᮅᮀ,,,,
train/34639_00.png,train,ᮅᮁ,,,,
train/34639_01.png,train,ᮅᮁ,,,,
train/34639_02.png,train,ᮅᮁ,,,,
train/34639_03.png,train,ᮅᮁ,,,,
train/34639_04.png,train,ᮅᮁ,,,,
train/34639_05.png,train,ᮅᮁ,,,,
train/34639_06.png,train,ᮅᮁ,,,,
train/34639_07.png,train,ᮅᮁ,,,,
train/34639_08.png,train,ᮅᮁ,,,,
train/34639_09.png,train,ᮅᮁ,,,,
train/34639_10.png,train,ᮅᮁ,,,,
train/34639_11.png,train,ᮅᮁ,,,,
train/34639_12.png,train,ᮅᮁ,,,,
train/34639_13.png,train,ᮅᮁ,,,,
train/34639_14.png,train,ᮅᮁ,,,,
train/18302_00.png,train,ᮆ,,,,
train/18302_01.png,train,ᮆ,,,,
train/18302_02.png,train,ᮆ,,,,
train/18302_03.png,train,ᮆ,,,,
train/18302_04.png,train,ᮆ,,,,
train/18302_05.png,train,ᮆ,,,,
train/18302_06.png,train,ᮆ,,,,
train/18302_07.png,train,ᮆ,,,,
train/18302_08.png,train,ᮆ,,,,
train/18302_09.png,train,ᮆ,,,,
train/18302_10.png,train,ᮆ,,,,
train/18302_11.png,train,ᮆ,,,,
train/18302_12.png,train,ᮆ,,,,
train/18302_13.png,train,ᮆ,,,,
train/18302_14.png,train,ᮆ,,,,
train/44770_00.png,train,ᮆᮀ,,,,
train/44770_01.png,train,ᮆᮀ,,,,
train/44770_02.png,train,ᮆᮀ,,,,
train/44770_03.png,train,ᮆᮀ,,,,
train/44770_04.png,train,ᮆᮀ,,,,
train/44770_05.png,train,ᮆᮀ,,,,
train/44770_06.png,train,ᮆᮀ,,,,
train/44770_07.png,train,ᮆᮀ,,,,
train/44770_08.png,train,ᮆᮀ,,,,
train/44770_09.png,train,ᮆᮀ,,,,
train/44770_10.png,train,ᮆᮀ,,,,
train/44770_11.png,train,ᮆᮀ,,,,
train/44770_12.png,train,ᮆᮀ,,,,
train/44770_13.png,train,ᮆᮀ,,,,
train/44770_14.png,train,ᮆᮀ,,,,
train/51360_00.png,train,ᮆᮁ,,,,
train/51360_01.png,train,ᮆᮁ,,,,
train/51360_02.png,train,ᮆᮁ,,,,
train/51360_03.png,train,ᮆᮁ,,,,
train/51360_04.png,train,ᮆᮁ,,,,
train/51360_05.png,train,ᮆᮁ,,,,
train/51360_06.png,train,ᮆᮁ,,,,
train/51360_07.png,train,ᮆᮁ,,,,
train/51360_08.png,train,ᮆᮁ,,,,
train/51360_09.png,train,ᮆᮁ,,,,
train/51360_10.png,train,ᮆᮁ,,,,
train/51360_11.png,train,ᮆᮁ,,,,
train/51360_12.png,train,ᮆᮁ,,,,
train/51360_13.png,train,ᮆᮁ,,,,
train/51360_14.png,train,ᮆᮁ,,,,
train/98259_00.png,train,ᮆᮂ,,,,
train/98259_01.png,train,ᮆᮂ,,,,
train/98259_02.png,train,ᮆᮂ,,,,
train/98259_03.png,train,ᮆᮂ,,,,
train/98259_04.png,train,ᮆᮂ,,,,
train/98259_05.png,train,ᮆᮂ,,,,
train/98259_06.png,train,ᮆᮂ,,,,
train/98259_07.png,train,ᮆᮂ,,,,
train/98259_08.png,train,ᮆᮂ,,,,
train/98259_09.png,train,ᮆᮂ,,,,
train/98259_10.png,train,ᮆᮂ,,,,
train/98259_11.png,train,ᮆᮂ,,,,
train/98259_12.png,train,ᮆᮂ,,,,
train/98259_13.png,train,ᮆᮂ,,,,
train/98259_14.png,train,ᮆᮂ,,,,
train/95463_00.png,train,ᮇ,,,,
train/95463_01.png,train,ᮇ,,,,
train/95463_02.png,train,ᮇ,,,,
train/95463_03.png,train,ᮇ,,,,
train/95463_04.png,train,ᮇ,,,,
train/95463_05.png,train,ᮇ,,,,
train/95463_06.png,train,ᮇ,,,,
train/95463_07.png,train,ᮇ,,,,
train/95463_08.png,train,ᮇ,,,,
train/95463_09.png,train,ᮇ,,,,
train/95463_10.png,train,ᮇ,,,,
train/95463_11.png,train,ᮇ,,,,
train/95463_12.png,train,ᮇ,,,,
train/95463_13.png,train,ᮇ,,,,
train/95463_14.png,train,ᮇ,,,,
train/71037_00.png,train,ᮇᮂ,,,,
train/71037_01.png,train,ᮇᮂ,,,,
train/71037_02.png,train,ᮇᮂ,,,,
train/71037_03.png,train,ᮇᮂ,,,,
train/71037_04.png,train,ᮇᮂ,,,,
train/71037_05.png,train,ᮇᮂ,,,,
train/71037_06.png,train,ᮇᮂ,,,,
train/71037_07.png,train,ᮇᮂ,,,,
train/71037_08.png,train,ᮇᮂ,,,,
train/71037_09.png,train,ᮇᮂ,,,,
train/71037_10.png,train,ᮇᮂ,,,,
train/71037_11.png,train,ᮇᮂ,,,,
train/71037_12.png,train,ᮇᮂ,,,,
train/71037_13.png,train,ᮇᮂ,,,,
train/71037_14.png,train,ᮇᮂ,,,,
train/5481_00.png,train,ᮈ,,,,
train/5481_01.png,train,ᮈ,,,,
train/5481_02.png,train,ᮈ,,,,
train/5481_03.png,train,ᮈ,,,,
train/5481_04.png,train,ᮈ,,,,
train/5481_05.png,train,ᮈ,,,,
train/5481_06.png,train,ᮈ,,,,
train/5481_07.png,train,ᮈ,,,,
train/5481_08.png,train,ᮈ,,,,
train/5481_09.png,train,ᮈ,,,,
train/5481_10.png,train,ᮈ,,,,
train/5481_11.png,train,ᮈ,,,,
train/5481_12.png,train,ᮈ,,,,
train/5481_13.png,train,ᮈ,,,,
train/5481_14.png,train,ᮈ,,,,
train/47600_00.png,train,ᮈᮀ,,,,
train/47600_01.png,train,ᮈᮀ,,,,
train/47600_02.png,train,ᮈᮀ,,,,
train/47600_03.png,train,ᮈᮀ,,,,
train/47600_04.png,train,ᮈᮀ,,,,
train/47600_05.png,train,ᮈᮀ,,,,
train/47600_06.png,train,ᮈᮀ,,,,
train/47600_07.png,train,ᮈᮀ,,,,
train/47600_08.png,train,ᮈᮀ,,,,
train/47600_09.png,train,ᮈᮀ,,,,
train/47600_10.png,train,ᮈᮀ,,,,
train/47600_11.png,train,ᮈᮀ,,,,
train/47600_12.png,train,ᮈᮀ,,,,
train/47600_13.png,train,ᮈᮀ,,,,
train/47600_14.png,train,ᮈᮀ,,,,
train/99832_00.png,train,ᮉ,,,,
train/99832_01.png,train,ᮉ,,,,
train/99832_02.png,train,ᮉ,,,,
train/99832_03.png,train,ᮉ,,,,
train/99832_04.png,train,ᮉ,,,,
train/99832_05.png,train,ᮉ,,,,
train/99832_06.png,train,ᮉ,,,,
train/99832_07.png,train,ᮉ,,,,
train/99832_08.png,train,ᮉ,,,,
train/99832_09.png,train,ᮉ,,,,
train/99832_10.png,train,ᮉ,,,,
train/99832_11.png,train,ᮉ,,,,
train/99832_12.png,train,ᮉ,,,,
train/99832_13.png,train,ᮉ,,,,
train/99832_14.png,train,ᮉ,,,,
train/36534_00.png,train,ᮉᮀ,,,,
train/36534_01.png,train,ᮉᮀ,,,,
train/36534_02.png,train,ᮉᮀ,,,,
train/36534_03.png,train,ᮉᮀ,,,,
train/36534_04.png,train,ᮉᮀ,,,,
train/36534_05.png,train,ᮉᮀ,,,,
train/36534_06.png,train,ᮉᮀ,,,,
train/36534_07.png,train,ᮉᮀ,,,,
train/36534_08.png,train,ᮉᮀ,,,,
train/36534_09.png,train,ᮉᮀ,,,,
train/36534_10.png,train,ᮉᮀ,,,,
train/36534_11.png,train,ᮉᮀ,,,,
train/36534_12.png,train,ᮉᮀ,,,,
train/36534_13.png,train,ᮉᮀ,,,,
train/36534_14.png,train,ᮉᮀ,,,,
train/81618_00.png,train,ᮉᮂ,,,,
train/81618_01.png,train,ᮉᮂ,,,,
train/81618_02.png,train,ᮉᮂ,,,,
train/81618_03.png,train,ᮉᮂ,,,,
train/81618_04.png,train,ᮉᮂ,,,,
train/81618_05.png,train,ᮉᮂ,,,,
train/81618_06.png,train,ᮉᮂ,,,,
train/81618_07.png,train,ᮉᮂ,,,,
